"","X.x","AGENCY_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrate as N_mg/l","Temperature of Water_cel","pH_phunits","Oxygen, Dissolved, % Saturation_%","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Nitrite as N_mg/l","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","Chlorophyll : Acetone Extract_ug/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"60",951,"THAMES - SOUTH EAST","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","GATWICK STREAM",36115,1,"TQ",29150,39800,"TQ2915039800","GB106039017500",61,2.5,11.775,2,2.8,16.67,4,81,8,7,53.8,NA,NA,NA,"1995-01-01","1990-03-26","2010-09-07",38,FALSE,1,10733,"GATWICK STREAM","TQ2915039800",582651,1,"",2008-11-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",580129,"2008-12-09","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,77,4.81,19,83.1,4.37,10,19,1.9,5,3,5,9.5,13,66,5.08,6.63,10.57,62.72,4.52,9.13,49.51,16,104,6.5,17,113,6.65,11,44,25,15,38,39.47,19,92.8,4.88,"No",2008,11,"CD986750-39B5-4BED-8746-639B04A1BF59","TH-PMLR0013",0.1365,7.9375,0.0515,1.065,15.8225,7.5575,80.325,1.0825,0.0005075,0.0192,7.675,2.675,NA,1.645,"CD986750-39B5-4BED-8746-639B04A1BF59",2201,204,0,0,6,0,15,0,152,1603,30,4209,5,21
"61",967,"THAMES - WEST","EVENLODE","RIVER: Natural/semi-natural flowing fresh watercourse","EVENLODE",36150,1,"SP",44772,10195,"SP4477210195","GB106039029880",60,1,55.3,5,11.2,75,5,20,30,45,205,NA,NA,NA,"1995-01-01","1990-04-03","2015-03-26",28,FALSE,1,10915,"EVENLODE","SP4477210195",579024,1,"",2008-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579981,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,129,5.61,24,143.6,5.98,NA,NA,NA,NA,NA,NA,NA,16,82,5.13,1,1,100,8.24,12.12,67.99,21,157,7.48,NA,NA,NA,NA,3,0,25,41,60.98,24,140,5.83,"No",2008,9,"ABD967A5-7581-4171-9013-38334D020674","TH-PEVR0006",0.092,9.135,0.03,6.45,17.7,8.05,96.15,6.47,0.000955,0.0182,17.1,NA,NA,NA,"ABD967A5-7581-4171-9013-38334D020674",57,356,0,90,45,6,60,0,40,45,24,739,8,105
"62",986,"THAMES - SOUTH EAST","WEY (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","CRANLEIGH WATERS",36183,1,"TQ",5688,36983,"TQ0568836983","GB106039017810",51,1.4,12.35,1,2.7,24.1,4,59,15,22,78,NA,NA,NA,"2013-02-13","1998-10-07","2021-03-30",114,FALSE,1,11371,"CRANLEIGH WATERS","TQ0568836983",580959,1,"",2008-10-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",579905,"2008-12-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,77,5.13,17,93,5.47,NA,NA,NA,NA,NA,NA,NA,10,47,4.7,1,1.37,72.99,6.52,9.43,69.14,13,96,7.38,1,9,9,3,7,42.86,17,34,50,17,89.5,5.26,"No",2008,10,"513E6054-B9DA-43DB-9140-91DB013ED14D","TH-PWER0008",0.0835,6.75,0.073,2.2175,17.565,7.815,71.15,2.245,0.001585,0.0286,11.8,1.6,NA,NA,"513E6054-B9DA-43DB-9140-91DB013ED14D",174,609,0,134,123,0,112,0,39,260,19,1454,6,235
"63",991,"THAMES - WEST","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","COLN",36205,1,"SP",12141,6210,"SP1214106210","GB106039029990",100,2,34.07,4,13.5,44.33,21,55,20,4,207,NA,NA,NA,"1995-01-01","1990-03-28","2020-10-14",37,FALSE,1,11520,"COLN","SP1214106210",580288,1,"",2008-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",573923,"2008-11-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,138,5.31,28,151.4,5.41,27,52,1.93,5,5,5,9.63,20,96,4.8,10.38,15.63,66.41,6.79,9.73,69.78,25,179,7.16,33,239,7.24,32,60,53.33,25,47,53.19,28,149.5,5.34,"No",2008,10,"70B8008B-52BC-4949-985D-166CD92F5A14","TH-PUTR0037",0.0246666666666667,10.5333333333333,0.0703333333333333,6.62,14.2266666666667,8.00333333333333,102.9,6.66,0.00165333333333333,0.0394333333333333,6.86666666666667,NA,NA,NA,"70B8008B-52BC-4949-985D-166CD92F5A14",30,33,2,10,87,0,46,0,5,21,39,237,16,133
"64",996,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHURN",36221,1,"SU",7557,96305,"SU0755796305","GB106039029750",83,2,33.06,2,4.3,28.33,2,33,20,45,178,NA,NA,NA,"1995-01-01","1989-10-17","2014-09-16",36,FALSE,1,11577,"CHURN","SU0755796305",582104,1,"",2008-10-28,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579988,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,59,4.92,12,66.8,5.57,NA,NA,NA,NA,NA,NA,NA,9,54,6,1.5,1.5,100,6.52,7,93.14,11,95,8.64,NA,NA,NA,NA,3,0,23,28,82.14,12,65.4,5.45,"No",2008,10,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09","TH-PUTR0013",0.024,9.9,0.03,4.9,13.9333333333333,8.22333333333333,96.1666666666667,4.91,0.000733333333333333,0.0104666666666667,15.5,NA,NA,NA,"82B1F8C3-E449-48E1-8D73-1F6E3715EE09",35,1234,0,232,13,0,91,0,4,3,13,1612,4,104
"65",1004,"THAMES - WEST","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","CHOLSEY BROOK",36240,1,"SU",59577,87384,"SU5957787384","GB106039023570",46,0.8,5.12,1,4.9,78.33,0,0,0,100,273,NA,NA,NA,"1995-01-01","1990-04-09","2018-11-14",27,FALSE,1,11695,"CHOLSEY BROOK","SU5957787384",581075,1,"",2008-10-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",579985,"2009-01-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,75,4.17,21,78.7,3.75,NA,NA,NA,NA,NA,NA,NA,15,57,3.8,NA,NA,NA,0.5,4.67,10.71,17,101,5.94,NA,NA,NA,NA,3,0,2,33,6.06,21,83.6,3.98,"No",2008,10,"1A237739-A0CA-43C4-A3B0-0018978F2D45","TH-PTHR0016",0.402,8.93,0.152,8.215,14.365,7.85,87.55,8.42,0.002545,0.206,NA,NA,NA,NA,"1A237739-A0CA-43C4-A3B0-0018978F2D45",55,34,1,20,2,3,0,0,91,115,23,337,1,2
"66",1077,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",41976,2,"TQ",38730,42890,"TQ3873042890","GB106040018660",55,2.7,9.8,1,2.2,33.33,13,23,0,63,82.3,NA,NA,NA,"1995-01-01","1995-04-13","2011-09-14",19,FALSE,1,12218,"FELBRIDGE WATER","TQ3873042890",581442,1,"",2008-11-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",595958,"2010-02-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,58,5.27,13,63.7,4.9,NA,NA,NA,NA,NA,NA,NA,9,46,5.11,0.5,0.5,100,0.5,2.7,18.52,10,65,6.5,NA,NA,NA,NA,4,0,6,20,30,13,66.2,5.09,"No",2008,11,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE","SO-E0000859",0.204,7.43,0.036,0.236,15.7,7.77,75,0.24,0.00059,0.004,NA,4.5,NA,NA,"7D0BB8BF-7A42-4ADC-8D81-66A771366DDE",100,12,0,1,22,3,1,0,201,0,14,344,3,23
"67",1173,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,13426,"SHOVELSTRODE STREAM","TQ4802037150",581452,1,"",2008-11-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",573602,"2008-11-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,173,5.97,30,197.7,6.59,NA,NA,NA,NA,NA,NA,NA,21,118,5.62,0.5,0.5,100,13.26,15.69,84.51,27,202,7.48,NA,NA,NA,NA,3,0,33,53,62.26,30,195.6,6.52,"No",2008,11,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",0.061,8.52,0.039,1.09,15.2,7.61,85.1,1.1,0.00043,0.0065,NA,NA,NA,NA,"20F94409-D576-4383-8289-F050AA51293A",34,81,0,113,140,0,94,5,30,63,31,562,14,239
"68",1193,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42245,2,"TQ",39860,49700,"TQ3986049700","GB106040018630",70,6.4,7.4,4,4.2,16.67,8,82,0,10,139.9,NA,NA,NA,"1995-01-01","1993-11-23","2014-09-01",23,FALSE,1,13731,"EDEN (KENT)","TQ3986049700",579199,1,"",2008-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",571696,"2008-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",16,64,4,17,59.2,3.48,NA,NA,NA,NA,NA,NA,NA,11,51,4.64,1.5,1.5,100,4,8.9,44.94,14,88,6.29,NA,NA,NA,NA,3,0,11,40,27.5,17,67.3,3.96,"No",2008,9,"A547F29F-E3E4-434A-875D-10CC2D83D48B","SO-E0000818",3.004,8.072,0.2408,12.38,17.024,7.556,83.88,12.452,0.002702,0.09622,NA,NA,NA,NA,"A547F29F-E3E4-434A-875D-10CC2D83D48B",215,160,200,11,0,1,30,0,798,129,19,1551,1,30
"69",1228,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,14076,"BOUGH BEECH STREAM","TQ4940046760",581346,1,"",2008-11-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",573573,"2008-11-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,106,5.3,23,112.2,4.88,NA,NA,NA,NA,NA,NA,NA,14,63,4.5,NA,0.74,0,5.27,10.61,49.67,19,130,6.84,NA,NA,NA,NA,4,0,17,44,38.64,23,116.8,5.08,"No",2008,11,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",0.12,6.48,0.97,1.29,16.21,7.53,66.1,1.79,0.00629,0.4988,NA,1,NA,NA,"91037788-784E-4222-9E3B-1135A4632F92",180,315,1,300,33,0,20,0,2017,357,24,3223,8,53
"70",1243,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","FELBRIDGE WATER",42393,2,"TQ",36500,41200,"TQ3650041200","GB106040018660",60,2.1,6.6,1,5.3,40,8,30,0,62,82.2,NA,NA,NA,"1995-01-01","1989-11-06","2011-11-28",27,FALSE,1,14216,"FELBRIDGE WATER","TQ3650041200",581420,1,"",2008-11-04,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",595801,"2010-02-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",7,30,4.29,7,23.8,3.4,NA,NA,NA,NA,NA,NA,NA,2,4,2,NA,NA,NA,NA,1.46,0,5,30,6,NA,NA,NA,NA,3,0,2,13,15.38,7,26.4,3.77,"No",2008,11,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B","SO-E0000862",0.8525,6.815,0.129,0.7695,17.13,7.62,70.95,0.79,0.001625,0.02215,NA,2.9,NA,NA,"61B9C39B-F5DE-41A6-810E-68BD5C39F16B",70,100,0,0,6,0,0,0,120,3,7,299,2,6
"71",1244,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68653,34658,"TQ6865334658","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2020-10-15",44,FALSE,1,14238,"BEWL","TQ6865334658",582434,1,"",2008-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",574815,"2008-10-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,120,5.45,25,142.1,5.68,NA,NA,NA,NA,NA,NA,NA,20,101,5.05,0.5,0.5,100,7.49,10.89,68.78,22,157,7.14,NA,NA,NA,NA,3,0,19,42,45.24,25,142,5.68,"No",2008,10,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",0.02,8.36,0.03,1.17,18.61,7.93,89.6,1.2,0.00088,0.0317,NA,NA,NA,NA,"6D9CE5FE-228C-4552-80B0-AB11895C5931",28,70,9,62,82,0,20,0,8,47,25,326,9,102
"72",1270,"SOUTHERN - KENT & E. SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE TRIB.(KILNDOWN)",42485,2,"TQ",71180,35480,"TQ7118035480","GB106040018510",45,6.2,2.6,1,1.2,10,7,78,0,15,52.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",33,FALSE,1,14399,"TEISE TRIB.(KILNDOWN)","TQ7118035480",588282,1,"",2008-10-22,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",581253,"2009-02-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,21,115.8,5.51,NA,NA,NA,NA,NA,NA,NA,14,68,4.86,1,1.37,72.99,6.26,8.2,76.34,18,129,7.17,NA,NA,NA,NA,3,0,17,33,51.52,21,119.8,5.7,"No",2008,10,"1E909265-2827-4CAA-BDA2-BB7852146638","SO-E0000678",0.667,7.63,0.038,3.09,18.58,7.96,81.8,3.1,0.00118,0.0102,NA,1,NA,NA,"1E909265-2827-4CAA-BDA2-BB7852146638",43,32,0,15,10,0,18,2,39,50,22,210,8,30
"73",1283,"SOUTHERN - KENT & E. SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN BROOK",42528,2,"TQ",41812,44732,"TQ4181244732","GB106040018050",45,1.3,12.5,2,3.5,25,2,18,0,80,95.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-10-09",23,FALSE,1,14553,"EDEN BROOK","TQ4181244732",577586,1,"",2008-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",575077,"2008-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,114,5.18,22,104.7,4.76,NA,NA,NA,NA,NA,NA,NA,17,72,4.24,0.5,0.5,100,3,7.13,42.08,20,132,6.6,NA,NA,NA,NA,4,0,12,39,30.77,22,107.8,4.9,"No",2008,9,"78DC473E-96B7-4602-AF11-D4DBC5909724","SO-E0000849",0.987,7.535,0.0405,4.525,17.835,7.79,79.55,4.56,0.000795,0.0337,NA,1.9,NA,NA,"78DC473E-96B7-4602-AF11-D4DBC5909724",102,13,0,27,49,30,11,0,254,22,25,514,7,60
"74",1446,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","CRANE BROOK",43072,2,"TQ",79740,37080,"TQ7974037080","GB106040018290",50,4.8,4,1,1.8,10,13,72,3,12,93.2,NA,NA,NA,"1995-01-01","1989-10-31","2015-10-07",33,FALSE,1,16064,"CRANE BROOK","TQ7974037080",582456,1,"",2008-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",585356,"2009-06-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,92,5.11,19,94.9,4.99,NA,NA,NA,NA,NA,NA,NA,11,46,4.18,NA,NA,NA,4.25,7.38,57.59,16,107,6.69,NA,NA,NA,NA,4,0,15,33,45.45,19,96.6,5.08,"No",2008,11,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759","SO-E0000597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758666666666667,NA,"6DE0F859-6D07-4584-ABDC-C6A3BCE53759",212,45,0,21,40,0,3,0,51,357,20,729,6,43
"75",1587,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","PIPPINGFORD BROOK TRIB.",43597,2,"TQ",49730,35700,"TQ4973035700","GB106040018370",45,2.8,8.1,1,4,13.33,33,52,7,8,30.3,NA,NA,NA,"1995-01-01","1981-06-17","2013-09-25",24,FALSE,1,17568,"PIPPINGFORD BROOK TRIB.","TQ4973035700",578439,1,"",2008-09-09,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",572720,"2008-10-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,163,6.04,28,183.8,6.56,NA,NA,NA,NA,NA,NA,NA,21,119,5.67,1.5,1.5,100,14.74,18.85,78.2,25,186,7.44,NA,NA,NA,NA,2,0,36,52,69.23,28,178.4,6.37,"No",2008,9,"C717669A-1CD8-4480-B066-8A1CB7C87A93","SO-E0000976",0.241,8.73,0.03,3.27,14.92,7.87,86.6,3.28,0.00058,0.0068,NA,1,NA,NA,"C717669A-1CD8-4480-B066-8A1CB7C87A93",5,217,0,119,65,0,17,11,69,705,29,1208,12,93
"76",1596,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SOMERHILL STREAM",43626,2,"TQ",59400,42850,"TQ5940042850","GB106040018410",45,6.1,3.2,1,3.5,21.67,12,77,3,8,88.5,NA,NA,NA,"1995-01-01","1992-10-23","2019-10-09",33,FALSE,1,17640,"SOMERHILL STREAM","TQ5940042850",578442,1,"",2008-09-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",575984,"2008-12-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,38,3.45,11,39.9,3.63,NA,NA,NA,NA,NA,NA,NA,6,26,4.33,1,1,100,3.25,5.94,54.71,9,61,6.78,NA,NA,NA,NA,4,0,11,29,37.93,11,41.6,3.78,"No",2008,9,"027B6F16-4594-4D06-B172-3316B9972785","SO-E0000770",NA,NA,NA,NA,NA,7.24,NA,NA,NA,NA,NA,NA,NA,NA,"027B6F16-4594-4D06-B172-3316B9972785",253,1200,100,0,0,0,200,0,74,4,11,1831,1,200
"77",1607,"SOUTHERN - KENT & E. SUSSEX","BEULT","RIVER: Natural/semi-natural flowing fresh watercourse","BEULT",43671,2,"TQ",78200,46750,"TQ7820046750","GB106040018270",15,0.6,26.3,4,1.7,21.67,5,8,0,87,136.5,NA,NA,NA,"1995-01-01","1990-03-06","2008-11-19",27,FALSE,1,17752,"BEULT","TQ7820046750",585876,1,"",2008-11-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",577010,"2008-12-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",27,129,4.78,29,121.7,4.2,NA,NA,NA,NA,NA,NA,NA,19,78,4.11,0.63,0.63,100,3.75,9.4,39.89,27,161,5.96,NA,NA,NA,NA,3,0,15,58,25.86,29,127,4.38,"No",2008,11,"435C9905-F2CD-4FAB-9CF5-3865524908DA","SO-E0000536",NA,NA,NA,NA,20.02,7.33,43.4,NA,NA,NA,NA,NA,0.279,NA,"435C9905-F2CD-4FAB-9CF5-3865524908DA",130,110,26,23,197,4,12,0,151,128,29,781,6,209
"78",1624,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","HILDEN BROOK",43733,2,"TQ",58500,47360,"TQ5850047360","GB106040018170",25,2.3,8.1,1,2.3,11.67,17,65,13,5,137.8,NA,NA,NA,"1995-01-01","1981-06-18","2014-10-21",34,FALSE,1,17885,"HILDEN BROOK","TQ5850047360",578859,1,"",2008-09-29,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",577090,"2008-12-29","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,69,4.06,18,77.6,4.31,NA,NA,NA,NA,NA,NA,NA,11,43,3.91,NA,NA,NA,3.25,6.16,52.76,15,96,6.4,NA,NA,NA,NA,3,0,10,31,32.26,18,79.3,4.41,"No",2008,9,"D41AF843-DF2B-4B78-BFF5-089E10729447","SO-E0000784",0.188,7.66,0.0515,1.308,15.23,7.925,76.4,1.32,0.001155,0.0105,NA,1.4,NA,NA,"D41AF843-DF2B-4B78-BFF5-089E10729447",190,213,0,24,21,0,50,0,32,64,19,606,3,71
"79",1627,"SOUTHERN - KENT & E. SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","LOOSE STREAM",43739,2,"TQ",75500,52370,"TQ7550052370","GB106040018420",45,10.3,5.7,1,5.7,33.33,0,13,30,57,228.9,NA,NA,NA,"1995-01-01","1995-04-24","2010-10-19",16,FALSE,1,17922,"LOOSE STREAM","TQ7550052370",582450,1,"",2008-11-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",586890,"2009-08-12","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,88,4.89,21,99.1,4.72,NA,NA,NA,NA,NA,NA,NA,12,61,5.08,1,1.49,67.11,4.5,8.6,52.33,16,112,7,NA,NA,NA,NA,4,0,16,34,47.06,21,104.9,5,"No",2008,11,"07D00F07-E828-4FCC-9BF9-962EE27DD612","SO-E0000519",0.686,10.7,0.03,13.5,14.83,8.14,105.8,13.5,0.00078,0.0069,NA,1,NA,NA,"07D00F07-E828-4FCC-9BF9-962EE27DD612",119,36,0,6,16,0,9,0,71,160,21,417,6,25
