"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Ammoniacal Nitrogen as N_mg/l","pH_phunits","Nitrogen, Total Oxidised as N_mg/l","BOD : 5 Day ATU_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","Nitrate as N_mg/l","Nitrite as N_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"77",789,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LANGFORD BROOK",36063,1,"SP",58784,21534,"SP5878421534","GB106039030160",66,0.8,7.73,1,2.4,31.67,0,2,2,97,207,NA,NA,NA,"1995-01-01","1990-05-02","2015-11-03",29,FALSE,1,9472,"LANGFORD BROOK","SP5878421534",353229,1,"",2002-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",346482,"2003-01-10","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,83,4.61,19,81.3,4.28,NA,NA,NA,NA,NA,NA,NA,15,56,3.73,0.63,0.63,100,2.51,6.88,36.48,16,98,6.13,NA,NA,NA,NA,4,0,7,34,20.59,19,84.8,4.46,"No",2002,10,"893A91E8-36DD-4B39-A95A-FE85862FC983","TH-PCHR0031",0.071,16.47,9.6775,0.044,8.185,3.2875,1.4,0.001275,99.5,NA,NA,NA,NA,"893A91E8-36DD-4B39-A95A-FE85862FC983",100,162,0,1,30,3,1,0,96,191,19,588,3,31
"78",791,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KENNET",36065,1,"SU",73055,73833,"SU7305573833","GB106039023140",38,0.2,98.72,7,18,150,2,4,51,42,212,NA,NA,NA,"1995-01-01","1990-05-16","2013-05-28",24,FALSE,1,9490,"KENNET","SU7305573833",351475,1,"",2002-10-21,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",344385,"2002-12-16","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,138,5.31,27,131.4,4.87,NA,NA,NA,NA,NA,NA,NA,18,84,4.67,0.63,0.63,100,2.27,10.06,22.56,25,152,6.08,NA,NA,NA,NA,4,0,11,52,21.15,27,133.4,4.94,"No",2002,10,"9F7289B7-EADB-45F0-BA2D-0BCB74D2313B","TH-PKER0025",0.2095,18.475,8.44,0.1485,8.125,5.81,2.35,0.0049,90.2,12.7,5.725,0.08655,NA,"9F7289B7-EADB-45F0-BA2D-0BCB74D2313B",115,70,0,5,83,2,1,0,152,298,29,748,7,84
"79",818,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","GAINSBRIDGE BROOK",36111,1,"SP",61533,409,"SP6153300409","GB106039030240",54,1.9,3.54,1,1.3,9,0,5,47,48,247,NA,NA,NA,"1995-01-01","1990-05-03","2005-11-15",16,FALSE,1,9866,"GAINSBRIDGE BROOK","SP6153300409",353463,1,"",2002-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347663,"2002-09-30","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,55,4.58,15,73.7,4.91,NA,NA,NA,NA,NA,NA,NA,10,42,4.2,0.5,1.24,40.32,1.75,4.64,37.72,9,63,7,NA,NA,NA,NA,3,0,9,23,39.13,15,79.3,5.29,"No",2002,9,"A3B60167-D600-4F8C-B7F3-24ADE33203D5","TH-PTAR0051",1.25,13.1,8.77,0.03,8.1,10.2,2.6,0.0007,83.7,NA,NA,NA,NA,"A3B60167-D600-4F8C-B7F3-24ADE33203D5",30,0,0,37,3,0,5,0,44,227,21,1050,2,8
"80",840,"THAMES - WEST","THAMES","WINDRUSH","RIVER: Natural/semi-natural flowing fresh watercourse","DIKLER",36156,1,"SP",17366,27494,"SP1736627494","GB106039037470",155,3.9,0.83,2,6.1,48,8,39,48,5,188,NA,NA,NA,"1995-01-01","1990-12-06","2012-11-30",30,FALSE,1,10148,"DIKLER","SP1736627494",351625,1,"",2002-09-03,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",344508,"2002-12-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",26,138,5.31,32,180,5.63,26,43,1.65,5,5,5,8.27,26,131,5.04,19.01,24.75,76.81,11.29,14.73,76.65,27,199,7.37,27,209,7.74,34,59,57.63,41,68,60.29,32,179.5,5.61,"No",2002,9,"CE4DB28E-FE08-4646-8B9C-1610D2498736","TH-PWRR0004",0.278,12,10.4,0.03,8.005,8.33,2.9,0.00065,97,NA,NA,NA,NA,"CE4DB28E-FE08-4646-8B9C-1610D2498736",0,0,0,0,0,0,0,0,0,0,63,3481,22,593
"81",861,"THAMES - WEST","THAMES","COLN","RIVER: Natural/semi-natural flowing fresh watercourse","COLN",36205,1,"SP",12141,6210,"SP1214106210","GB106039029992",100,2,34.07,4,13.5,44.33,21,55,20,4,207,NA,NA,NA,"1995-01-01","1990-03-28","2020-10-14",37,FALSE,1,10738,"COLN","SP1214106210",354015,1,"",2002-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",348914,"2003-02-21","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",29,158,5.45,31,159.7,5.15,26,37,1.42,3,7,7,9.96,19,98,5.16,10.88,21.04,51.71,7.02,14.33,48.99,28,186,6.64,29,205,7.07,23,67,34.33,28,66,42.42,31,165.1,5.33,"No",2002,10,"70B8008B-52BC-4949-985D-166CD92F5A14","TH-PUTR0037",0.028,13.765,10.9,0.079,7.9875,6.98,1.45,0.001475,105.7,3.325,NA,0.0536,NA,"70B8008B-52BC-4949-985D-166CD92F5A14",0,315,0,130,0,0,75,2,201,0,46,2455,14,210
"82",863,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","COLE",36210,1,"SU",21596,87537,"SU2159687537","GB106039022930",84,1.8,13,2,5,56.67,5,5,7,83,215,NA,NA,NA,"1995-01-01","1989-09-22","2013-10-24",19,FALSE,1,10767,"COLE","SU2159687537",352462,1,"",2002-11-19,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",346484,"2003-01-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,88,4.63,19,80.6,4.24,NA,NA,NA,NA,NA,NA,NA,11,42,3.82,1.13,1.13,100,2.02,6.14,32.9,17,106,6.24,NA,NA,NA,NA,3,0,10,34,29.41,19,87.9,4.63,"No",2002,11,"9CFD3714-CBAF-442A-965C-D26638BBA283","TH-PUTR0023",0.3504,14.02,8.666,0.188,8.06,3.69,4.16,0.0038,84.18,NA,NA,NA,NA,"9CFD3714-CBAF-442A-965C-D26638BBA283",104,222,0,8,16,0,0,0,128,110,20,589,3,16
"83",877,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36245,1,"SP",48690,37191,"SP4869037191","GB106039037310",85,0.9,32,4,7.3,48.33,5,32,5,58,199,NA,NA,NA,"1995-01-01","1990-03-08","2011-10-11",25,FALSE,1,10948,"CHERWELL","SP4869037191",361107,1,"",2002-10-25,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",355117,"2003-01-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,141,5.64,28,141.7,5.06,27,40,1.48,5,5,5,7.41,20,103,5.15,10,19.14,52.25,6.25,13.28,47.06,25,168,6.72,31,213,6.87,18,59,30.51,17,49,34.69,28,145.1,5.18,"No",2002,10,"F6D5B931-5862-4736-BC73-09D06A429509","TH-PCHR0019",0.298,16.8,8.38,0.076,8.02,9.65,2.2,0.0023,86.7,NA,NA,NA,NA,"F6D5B931-5862-4736-BC73-09D06A429509",93,20,1,38,105,4,109,0,121,2039,35,2531,13,214
"84",882,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","CHERWELL",36262,1,"SP",48026,25095,"SP4802625095","GB106039037431",80,0.7,61.81,5,14,65,17,37,8,38,191,NA,NA,NA,"1995-01-01","1990-04-11","2016-10-17",29,FALSE,1,11012,"CHERWELL","SP4802625095",351182,1,"",2002-11-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",344050,"2002-12-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,97,5.39,18,95.5,5.31,22,46,2.09,5,3,5,10.45,16,78,4.88,5.13,12.48,41.11,4.24,7.87,53.88,18,123,6.83,25,170,6.8,9,38,23.68,14,32,43.75,18,98.5,5.47,"No",2002,11,"4B96E7C8-7E49-4268-A5B2-39312044AB8B","TH-PCHR0014",0.2225,16.5,8.93,0.071,8.05,6.08,1.6,0.00195,91.8,8.5,NA,0.0329,NA,"4B96E7C8-7E49-4268-A5B2-39312044AB8B",1,0,0,0,0,0,0,0,0,0,44,154,14,37
"85",896,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","BLUNSDON BROOK",36290,1,"SU",12470,93069,"SU1247093069","GB106039022990",79,0.7,4.35,1,1.2,10.67,0,2,6,92,285,NA,NA,NA,"1995-01-01","1990-11-12","2005-10-12",12,FALSE,1,11167,"BLUNSDON BROOK","SU1247093069",353446,1,"",2002-11-27,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",347494,"2002-11-27","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",17,77,4.53,19,78.5,4.13,NA,NA,NA,NA,NA,NA,NA,11,31,2.82,1.26,1.63,77.3,2.01,5.44,36.95,15,91,6.07,NA,NA,NA,NA,4,0,10,38,26.32,19,84.5,4.45,"No",2002,11,"F33C08F3-D613-467C-86B9-DC31E1327F60","TH-PUTR0005",0.232333333333333,16.6666666666667,7.79666666666667,0.0793333333333333,8.03333333333333,0.57,1.2,0.0021,80.3333333333333,NA,NA,NA,NA,"F33C08F3-D613-467C-86B9-DC31E1327F60",619,600,2,22,82,0,3,0,2034,417,23,3782,3,85
"86",950,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","MEDWAY","RIVER: Natural/semi-natural flowing fresh watercourse","SHOVELSTRODE STREAM",42175,2,"TQ",48020,37150,"TQ4802037150","GB106040018080",50,2,9.4,1,2.5,15,22,67,2,10,58.3,NA,NA,NA,"1995-01-01","1989-10-31","2016-10-17",37,FALSE,1,11778,"SHOVELSTRODE STREAM","TQ4802037150",352493,1,"",2002-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",345552,"2003-01-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",32,186,5.81,32,194.8,6.09,NA,NA,NA,NA,NA,NA,NA,23,107,4.65,2.39,2.39,100,12.73,15.92,79.96,30,215,7.17,NA,NA,NA,NA,3,0,34,60,56.67,32,189.4,5.92,"No",2002,10,"20F94409-D576-4383-8289-F050AA51293A","SO-E0000986",0.0416666666666667,15.26,NA,0.0373333333333333,7.61,2.48,1.33333333333333,0.000433333333333333,73.3666666666667,NA,2.46333333333333,0.0140333333333333,NA,"20F94409-D576-4383-8289-F050AA51293A",84,202,1,316,234,1,64,2,157,15,34,1077,13,300
"87",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,2,11801,"EDEN (KENT)","TQ5206443767",355931,1,"",2002-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",349842,"2002-09-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,112,5.33,22,116.5,5.3,NA,NA,NA,NA,NA,NA,NA,15,79,5.27,1.5,1.99,75.38,10.99,14.4,76.32,19,137,7.21,NA,NA,NA,NA,3,0,27,47,57.45,22,113.1,5.14,"No",2002,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.7635,19.1033333333333,NA,0.11,7.354,4.71,2.55,0.00045,64.6666666666667,25.2,4.655,0.0524,NA,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",20,305,10,60,333,5,52,0,512,150,23,1652,7,385
"88",951,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42176,2,"TQ",52064,43767,"TQ5206443767","GB106040018160",30,0.8,31.1,4,8.7,18.33,7,72,7,15,113.9,NA,NA,NA,"1995-01-01","1983-06-14","2021-09-02",79,TRUE,2,11804,"EDEN (KENT)","TQ5206443767",359677,1,"",2002-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",353587,"2002-09-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,123,5.35,24,126.4,5.27,26,50,1.92,5,5,5,9.62,17,86,5.06,25,32.93,75.92,12.74,17.36,73.39,21,155,7.38,28,209,7.46,54,91,59.34,32,57,56.14,24,127.6,5.32,"No",2002,9,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5","SO-E0000807",0.7635,19.1033333333333,NA,0.11,7.354,4.71,2.55,0.00045,64.6666666666667,25.2,4.655,0.0524,NA,"93DF4F6C-818C-4B2F-8109-D3FAC63148D5",249,128,12,269,961,40,481,0,10089,352,47,12829,13,1442
"89",959,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","TEISE",42225,2,"TQ",70740,37130,"TQ7074037130","GB106040018260",35,1.9,23.2,4,7.5,166.67,5,7,3,85,52.2,NA,NA,NA,"1995-01-01","1999-04-09","2006-05-30",12,FALSE,1,11945,"TEISE","TQ7074037130",421486,1,"",2002-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Historic Unknown Monitoring",416782,"2005-04-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,104,5.2,22,105.2,4.78,NA,NA,NA,NA,NA,NA,NA,17,70,4.12,NA,NA,NA,2.5,7.65,32.68,19,120,6.32,NA,NA,NA,NA,NA,NA,12,41,29.27,22,107.1,4.87,"No",2002,10,"A53307D3-ACC7-4CF0-B967-38A3C3177457","SO-E0000638",0.0843333333333333,15.32,NA,0.0633333333333333,7.39666666666667,1.66666666666667,2.46666666666667,0.000466666666666667,68.4,NA,1.64733333333333,0.0213666666666667,NA,"A53307D3-ACC7-4CF0-B967-38A3C3177457",4,66,0,81,22,6,30,0,161,201,28,672,5,52
"90",962,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","EDEN (KENT)",42245,2,"TQ",39860,49700,"TQ3986049700","GB106040018630",70,6.4,7.4,4,4.2,16.67,8,82,0,10,139.9,NA,NA,NA,"1995-01-01","1993-11-23","2014-09-01",23,FALSE,1,11963,"EDEN (KENT)","TQ3986049700",361018,1,"",2002-09-16,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",355016,"2003-06-17","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,48,3.69,15,56,3.73,NA,NA,NA,NA,NA,NA,NA,9,32,3.56,1,1.37,72.99,3.75,5.72,65.56,12,81,6.75,NA,NA,NA,NA,4,0,11,34,32.35,15,57.4,3.83,"No",2002,9,"A547F29F-E3E4-434A-875D-10CC2D83D48B","SO-E0000818",2.04066666666667,15.2433333333333,NA,0.254666666666667,7.51333333333333,9.12666666666667,4.16666666666667,0.00223333333333333,66.3666666666667,NA,9,0.1138,NA,"A547F29F-E3E4-434A-875D-10CC2D83D48B",160,800,65,5,0,0,150,0,91,8,18,1283,1,150
"91",974,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","BOUGH BEECH STREAM",42355,2,"TQ",49400,46760,"TQ4940046760","GB106040018160",40,2,5.4,1,1.2,10,20,60,0,20,104.1,NA,NA,NA,"1995-01-01","1990-04-03","2011-09-14",37,FALSE,1,12066,"BOUGH BEECH STREAM","TQ4940046760",349837,1,"",2002-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",342865,"2002-11-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",18,86,4.78,21,82.1,3.91,3,6,2,3,3,3,6,15,73,4.87,2.13,2.5,85.2,1.5,7.1,21.13,18,109,6.06,4,25,6.25,3,13,23.08,8,40,20,21,89.1,4.24,"No",2002,9,"91037788-784E-4222-9E3B-1135A4632F92","SO-E0000827",0.1955,13.485,NA,0.046,7.315,0.37,5.25,0.00025,77.1,NA,0.3585,0.0117,NA,"91037788-784E-4222-9E3B-1135A4632F92",650,350,3,30,14,8,0,0,204,52,24,1413,3,14
"92",985,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","CURTISDEN GREEN STR.TRIB.",42389,2,"TQ",73740,39370,"TQ7374039370","GB106040018260",40,25,1.1,1,0.5,6.67,2,77,0,22,27.3,NA,NA,NA,"1995-01-01","1990-03-06","2009-09-29",32,FALSE,1,12193,"CURTISDEN GREEN STR.TRIB.","TQ7374039370",421469,1,"",2002-10-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local Investigative monitoring",416745,"2005-04-14","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,63,4.5,15,76,5.07,NA,NA,NA,NA,NA,NA,NA,8,43,5.38,0.63,0.63,100,5.74,7.2,79.72,12,88,7.33,NA,NA,NA,NA,3,0,15,24,62.5,15,76.8,5.12,"No",2002,10,"008EF0CE-3E54-4C46-85A8-470E98970DB3","SO-E0000657",0.545666666666667,12.1333333333333,NA,0.0826666666666667,6.58,13.2666666666667,1.06666666666667,0.000166666666666667,90.5,NA,13.2666666666667,0.0215333333333333,NA,"008EF0CE-3E54-4C46-85A8-470E98970DB3",28,300,3,9,102,0,10,0,8,11,17,473,4,112
"93",986,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","CURTISDEN GREEN STREAM",42390,2,"TQ",72790,40150,"TQ7279040150","GB106040018260",30,3.1,3.9,1,1.8,16.67,0,38,0,62,55.1,NA,NA,NA,"1995-01-01","1990-03-06","2008-05-06",26,FALSE,1,12203,"CURTISDEN GREEN STREAM","TQ7279040150",350575,1,"",2002-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",343553,"2002-12-03","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,113,5.14,22,111.2,5.05,NA,NA,NA,NA,NA,NA,NA,14,58,4.14,NA,NA,NA,6.25,11.09,56.36,20,137,6.85,NA,NA,NA,NA,4,0,18,44,40.91,22,114.2,5.19,"No",2002,10,"3B67DB41-CE83-49F2-995D-B07B2FC5EA7B","SO-E0000655",0.096,13.1566666666667,NA,0.07,7.1,7.23333333333333,1.4,0.0002,84.0666666666667,NA,7.20666666666667,0.0273,NA,"3B67DB41-CE83-49F2-995D-B07B2FC5EA7B",208,553,4,39,41,0,42,9,40,313,25,1252,8,92
"94",988,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","TEISE","RIVER: Natural/semi-natural flowing fresh watercourse","BEWL",42398,2,"TQ",68632,34297,"TQ6863234297","GB106040018500",45,3.3,6.5,1,5,18.33,47,43,0,10,52.5,NA,NA,NA,"1995-01-01","1981-06-18","2021-05-12",45,FALSE,1,12223,"BEWL","TQ6863234297",349704,1,"",2002-10-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",342712,"2002-11-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,109,5.45,23,137.5,5.98,NA,NA,NA,NA,NA,NA,NA,17,87,5.12,2.26,2.26,100,8.51,10.95,77.72,19,139,7.32,NA,NA,NA,NA,3,0,24,42,57.14,23,135.1,5.87,"No",2002,10,"6D9CE5FE-228C-4552-80B0-AB11895C5931","SO-E0000686",0.022,15.36,NA,0.049,7.33666666666667,1.13333333333333,1.46666666666667,0.0004,83.8333333333333,NA,1.115,0.0152,NA,"6D9CE5FE-228C-4552-80B0-AB11895C5931",18,30,8,60,71,0,5,0,72,33,27,304,8,76
"95",989,"SOUTHERN - KENT & E. SUSSEX","KENT SOUTH LONDON AND EAST SUSSEX","EDEN (KENT)","RIVER: Natural/semi-natural flowing fresh watercourse","GIBBS BROOK",42400,2,"TQ",36570,50500,"TQ3657050500","GB106040018640",80,6,4.5,1,2.3,13.33,2,75,10,13,178.3,NA,NA,NA,"1995-01-01","1990-03-29","2012-10-10",38,FALSE,1,12249,"GIBBS BROOK","TQ3657050500",350343,1,"",2002-09-12,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",343305,"2002-11-28","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",25,127,5.08,28,144.3,5.15,1,3,3,3,5,5,15,20,90,4.5,1.13,1.13,100,10.04,13.69,73.34,24,171,7.13,1,5,5,NA,5,0,29,54,53.7,28,139.3,4.98,"No",2002,9,"D63829AB-5B9A-467F-BD32-648A1E5C4E76","SO-E0000902",1.64066666666667,15.3266666666667,NA,0.416666666666667,7.40666666666667,8.49666666666667,3.76666666666667,0.00306666666666667,64.7666666666667,NA,8.39333333333333,0.120833333333333,NA,"D63829AB-5B9A-467F-BD32-648A1E5C4E76",56,920,4,257,353,0,202,0,84,424,34,2302,8,555
