"","X.x","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY.x","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG.x","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV","SAMPLES_PER_SITE","X.y","WATER_BODY.y","NGR_10_FIG.y","SAMPLE_ID","SAMPLE_VERSION","REPLICATE_CODE","SAMPLE_DATE","SAMPLE_TYPE_DESCRIPTION","SAMPLE_METHOD_DESCRIPTION","SAMPLE_REASON","ANALYSIS_ID","DATE_OF_ANALYSIS","ANALYSIS_TYPE_DESCRIPTION","ANALYSIS_METHOD_DESCRIPTION","BMWP_N_TAXA","BMWP_TOTAL","BMWP_ASPT","WHPT_N_TAXA","WHPT_TOTAL","WHPT_ASPT","CCI_N_TAXA","CCI_CS_TOTAL","CCI_ASPT","CSmax_CoS","BMWP_CoS","CCI_CoS","CCI","DEHLI_N_TAXA","DIS_TOTAL","DEHLI","EPSI_ML_S_GRP","EPSI_ML_ALL_GRP","EPSI_MIXED_LEVEL_SCORE","EPSI_S_GRP","EPSI_ALL_GRP","EPSI_FAMILY_SCORE","LIFE_N_TAXA","LIFE_SCORES_TOTAL","LIFE_FAMILY_INDEX","LIFE_SPECIES_N_TAXA","LIFE_SPECIES_SCORES_TOTAL","LIFE_SPECIES_INDEX","PSI_ML_AB","PSI_ML_ABCD","PSI_MIXED_LEVEL_SCORE","PSI_AB","PSI_ABCD","PSI_FAMILY_SCORE","WHPT_NW_N_TAXA","WHPT_NW_TOTAL","WHPT_NW_ASPT","IS_THIRD_PARTY_DATA","SAMPLE_DATE_YEAR","SAMPLE_DATE_MONTH","identifier.x","sample.samplingPoint.notation","Orthophosphate, reactive as P_mg/l","Temperature of Water_cel","Oxygen, Dissolved as O2_mg/l","Nitrate as N_mg/l","pH_phunits","Nitrite as N_mg/l","Ammoniacal Nitrogen as N_mg/l","Nitrogen, Total Oxidised as N_mg/l","Ammonia un-ionised as N_mg/l","Oxygen, Dissolved, % Saturation_%","Solids, Suspended at 105 C_mg/l","BOD : 5 Day ATU_mg/l","Phosphorus, Total as P_mg/l","identifier.y","annelid","crustacean","flatworm (Turbellaria)","insect - beetle (Coleoptera)","insect - caddis fly (Trichoptera)","insect - dragonfly (Odonata)","insect - mayfly (Ephemeroptera)","insect - stonefly (Plecoptera)","insect - true fly (Diptera)","mollusc","macro_richness","total_abundance","ept_richness","ept_abundance"
"72",718,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35911,1,"SP",79666,15281,"SP7966615281","GB106039030370",73,0.8,22.05,2,5.3,71.67,3,24,10,63,220,NA,NA,NA,"1995-01-01","1990-03-14","2022-10-07",55,FALSE,1,8504,"THAME","SP7966615281",677168,1,"",2013-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",660738,"2013-11-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,103,5.15,23,115.3,5.01,17,29,1.71,5,5,5,8.53,16,83,5.19,4.5,8.89,50.62,3.26,7.15,45.59,21,141,6.71,22,149,6.77,8,37,21.62,13,33,39.39,23,112.7,4.9,"No",2013,10,"B05567EE-0110-4B7E-ACA3-BC2278D023BC","TH-PTAR0028",0.235,16.8,7.365,2.41,7.9275,0.03255,0.04775,2.45,0.001075,75.175,68.8925,NA,NA,"B05567EE-0110-4B7E-ACA3-BC2278D023BC",3,12,0,14,28,7,8,0,47,15,28,135,9,36
"73",721,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","SWILL BROOK",35923,1,"ST",99701,92718,"ST9970192718","GB106039023700",85,2,10,2,2.6,21,1,24,25,50,221,NA,NA,NA,"1995-01-01","1990-06-13","2013-10-08",14,FALSE,1,8554,"SWILL BROOK","ST9970192718",674604,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664964,"2013-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,57,3.8,15,58.9,3.93,NA,NA,NA,NA,NA,NA,NA,12,45,3.75,NA,NA,NA,1.5,9.78,15.34,15,80,5.33,NA,NA,NA,NA,NA,NA,5,41,12.2,15,58.2,3.88,"No",2013,10,"9F20D7CF-B78F-4210-917D-38CDE2D5E590","TH-PUTR0196",0.034,15.55,7.45,1.066,7.695,0.0331,0.0485,1.1,0.000685,74.85,NA,NA,NA,"9F20D7CF-B78F-4210-917D-38CDE2D5E590",76,225,0,60,0,0,0,0,0,875,16,1371,0,0
"74",722,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","THAME",35927,1,"SP",77772,13503,"SP7777213503","GB106039030370",70,0.4,31.6,4,10.7,143.33,1,10,8,81,249,NA,NA,NA,"1995-01-01","1989-12-13","2018-11-09",23,FALSE,1,8566,"THAME","SP7777213503",677211,1,"",2013-10-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664981,"2013-10-23","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",11,37,3.36,12,35.7,2.98,NA,NA,NA,NA,NA,NA,NA,5,20,4,NA,NA,NA,1.26,6.37,19.78,10,56,5.6,NA,NA,NA,NA,3,0,5,29,17.24,12,42.9,3.58,"No",2013,10,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7","TH-PTAR0020",1.57666666666667,17.3666666666667,2.87,5.489,7.56333333333333,0.177933333333333,3.30766666666667,5.66333333333333,0.0336066666666667,30.3333333333333,7.31333333333333,NA,NA,"B91F2D8E-9EF8-4660-AC98-E95232BCE8D7",30,1061,0,0,0,0,3,0,25,677,12,1796,1,3
"75",728,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","SILCHESTER BROOK",35935,1,"SU",62179,61383,"SU6217961383","GB106039017190",75,5.3,4.59,1,1.6,14.67,9,69,14,8,142,NA,NA,NA,"1995-01-01","1992-11-30","2014-09-15",21,FALSE,1,8612,"SILCHESTER BROOK","SU6217961383",673570,1,"",2013-10-01,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",655129,"2013-10-02","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",15,78,5.2,15,77.1,5.14,3,3,1,1,3,3,3,9,48,5.33,2.5,3.73,67.02,4.02,6.2,64.84,13,91,7,9,63,7,6,17,35.29,12,22,54.55,15,78.9,5.26,"No",2013,10,"3C7E8308-215D-4495-B8DA-D054FF022A02","TH-PKER0081",0.079,15,7.33,0.655,7.78,0.0254,0.06,0.68,0.00096,72.9,NA,NA,NA,"3C7E8308-215D-4495-B8DA-D054FF022A02",10,5,0,87,2,2,2,0,2,15,16,125,4,4
"76",732,"THAMES - WEST","THAMES","COLE","RIVER: Natural/semi-natural flowing fresh watercourse","SOUTH MARSTON BROOK",35941,1,"SU",19814,87939,"SU1981487939","GB106039022910",93,3.8,2.2,1,1.3,10,11,31,42,17,211,NA,NA,NA,"1995-01-01","1990-03-19","2015-10-14",23,FALSE,1,8675,"SOUTH MARSTON BROOK","SU1981487939",671819,1,"",2013-09-18,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663277,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,64,4.57,17,80.1,4.71,NA,NA,NA,NA,NA,NA,NA,14,60,4.29,1.13,1.62,69.75,4.01,7.39,54.26,13,88,6.77,NA,NA,NA,NA,3,0,13,27,48.15,17,82,4.82,"No",2013,9,"8A473A78-2CCE-4D76-A98E-93274B1C200B","TH-PUTR0135",0.118,15,7.47,1.11,7.92,0.0388,0.106,1.15,0.00233,74.3,NA,NA,NA,"8A473A78-2CCE-4D76-A98E-93274B1C200B",72,35,0,32,13,0,1,0,21,230,18,405,4,14
"77",734,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","SALFORDS STREAM",35943,1,"TQ",26600,46620,"TQ2660046620","GB106039017540",49,1.6,10.497,2,4.2,25,5,28,52,15,204,NA,NA,NA,"1995-01-01","1990-03-29","2015-10-20",32,FALSE,1,8699,"SALFORDS STREAM","TQ2660046620",671381,1,"",2013-09-13,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",658362,"2013-10-11","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",9,41,4.56,10,45.6,4.56,1,1,1,1,1,1,1,6,31,5.17,1,1.37,72.99,1.25,2.95,42.37,8,56,7,3,21,7,1,7,14.29,5,14,35.71,10,48.1,4.81,"No",2013,9,"3B887B00-EA6E-4B65-8B9B-7181215A505A","TH-PMLR0042",0.645,15.15,8.805,4.745,8.15,0.03585,0.0445,4.78,0.00115,88,25.9,1.55,NA,"3B887B00-EA6E-4B65-8B9B-7181215A505A",40,2,0,0,1,0,5,0,61,3,11,114,3,6
"78",735,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35947,1,"SP",75153,7703,"SP7515307703","GB106039030270",68,0.8,14.65,1,2,50,3,20,32,45,254,NA,NA,NA,"1995-01-01","1989-09-13","2013-10-07",22,FALSE,1,8709,"SCOTSGROVE BROOK","SP7515307703",674322,1,"",2013-10-07,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664954,"2013-10-07","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,99,5.21,20,96.8,4.84,NA,NA,NA,NA,NA,NA,NA,14,57,4.07,NA,NA,NA,2.26,9.05,24.97,18,119,6.61,NA,NA,NA,NA,3,0,10,35,28.57,20,97.9,4.9,"No",2013,10,"895701B8-A56E-43DF-9092-4C0411F9C877","TH-PTAR0032",1.07,15.3,6.81,5.03,7.85,0.0398,0.058,5.07,0.00111,68.1,23.1,NA,NA,"895701B8-A56E-43DF-9092-4C0411F9C877",33,57,0,16,15,18,57,0,14,3231,20,3450,5,72
"79",736,"THAMES - WEST","THAMES","THAME","RIVER: Natural/semi-natural flowing fresh watercourse","SCOTSGROVE BROOK",35948,1,"SP",70835,7077,"SP7083507077","GB106039030270",69,0.8,20.01,1,4.7,108.33,1,18,18,63,252,NA,NA,NA,"1995-01-01","1989-09-13","2015-10-22",27,FALSE,1,8720,"SCOTSGROVE BROOK","SP7083507077",672204,1,"",2013-09-23,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663276,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",13,65,5,14,78.3,5.59,NA,NA,NA,NA,NA,NA,NA,9,51,5.67,1.5,1.5,100,6.76,8.7,77.7,12,99,8.25,NA,NA,NA,NA,2,0,20,27,74.07,14,73.2,5.23,"No",2013,9,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F","TH-PTAR0033",1.02866666666667,14.9,7.16,10.8666666666667,7.88,0.144,0.128,10.9666666666667,0.00254,70.9666666666667,NA,NA,NA,"43DEBCFB-C66F-495D-9448-FE3C5F00FF6F",3,235,0,18,14,0,144,0,29,15,15,459,4,158
"80",746,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","OG",35965,1,"SU",19475,69594,"SU1947569594","GB106039023180",125,2,10.26,1,7.3,25,13,58,20,8,242,NA,NA,NA,"1995-01-01","1989-03-23","2019-10-17",46,FALSE,1,8804,"OG","SU1947569594",671573,1,"",2013-09-17,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",654546,"2013-09-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",24,125,5.21,27,141.3,5.23,28,40,1.43,5,5,5,7.14,20,98,4.9,17.26,22.15,77.92,10.07,13.48,74.7,25,186,7.44,30,228,7.6,37,65,56.92,33,55,60,27,140.2,5.19,"No",2013,9,"AD660973-0F34-4ECD-953B-9E6FA637620F","TH-PKER0074",0.02,12.2,8.69,7.89,7.77,0.0049,0.03,7.89,0.00038,81.2,NA,NA,NA,"AD660973-0F34-4ECD-953B-9E6FA637620F",40,752,2,74,1163,0,24,7,62,83,41,2218,11,1194
"81",759,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",35989,1,"TQ",26910,45000,"TQ2691045000","GB106039017621",49,0.6,17.997,3,7.2,58.33,15,33,33,18,83.3,NA,NA,NA,"1995-01-01","1990-01-09","2017-10-27",31,FALSE,1,8957,"MOLE (THAMES)","TQ2691045000",672935,1,"",2013-09-20,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664774,"2013-09-20","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",3,6,2,3,8.5,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,1,6,6,NA,NA,NA,NA,2,0,NA,3,0,3,6.9,2.3,"No",2013,9,"49FD2AE5-5AEE-480E-9A92-AE234C99583C","TH-PMLR0035",0.5855,18.15,6.685,22.6,NA,0.1755,0.2805,22.75,NA,70.55,10.9,2.21,NA,"49FD2AE5-5AEE-480E-9A92-AE234C99583C",9,0,0,0,0,0,0,0,31,0,3,40,0,0
"82",771,"THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","MOLE","RIVER: Natural/semi-natural flowing fresh watercourse","MOLE (THAMES)",36014,1,"TQ",27120,42230,"TQ2712042230","GB106039017510",55,1.3,14.27,2,4.5,26.67,0,28,16,55,86.3,NA,NA,NA,"1995-01-01","1990-03-26","2014-11-13",31,FALSE,1,9157,"MOLE (THAMES)","TQ2712042230",672965,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664773,"2013-09-26","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,112,5.33,23,113.6,4.94,NA,NA,NA,NA,NA,NA,NA,14,67,4.79,1.5,1.5,100,5.01,9.14,54.81,20,139,6.95,1,8,8,NA,4,0,18,41,43.9,23,116.6,5.07,"No",2013,9,"DD19564D-0DF3-4C84-A284-2C11DAEE8262","TH-PMLR0034",0.13,14.8,8.12,2.46,7.69,0.0558,0.129,2.52,0.00166,80.4,NA,NA,NA,"DD19564D-0DF3-4C84-A284-2C11DAEE8262",156,29,0,210,88,8,22,0,290,136,24,944,8,110
"83",777,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36031,1,"SU",71580,64750,"SU7158064750","GB106039017330",46,0.8,26.711,4,9.3,73.33,3,33,33,30,226,NA,NA,NA,"1995-01-01","1990-11-27","2019-09-26",41,FALSE,1,9277,"LODDON","SU7158064750",673795,1,"",2013-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",660513,"2013-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",23,140,6.09,24,149.3,6.22,18,31,1.72,5,5,5,8.61,17,99,5.82,12.76,17.18,74.27,11.27,16.34,68.97,22,170,7.73,22,174,7.91,24,42,57.14,28,44,63.64,24,147.1,6.13,"No",2013,9,"7425322F-91D8-4631-A13B-7792CCDF9DA3","TH-PLDR0028",NA,15,8.67,NA,8.24,NA,NA,NA,NA,86.2,NA,NA,NA,"7425322F-91D8-4631-A13B-7792CCDF9DA3",70,178,0,118,109,1,80,1,48,524,30,1129,13,190
"84",779,"THAMES - SOUTH EAST","THAMES","LODDON","RIVER: Natural/semi-natural flowing fresh watercourse","LODDON",36034,1,"SU",68681,55289,"SU6868155289","GB106039017080",61,2.7,9.3,1,7.7,47,6,68,20,6,247,NA,NA,NA,"1995-01-01","1995-03-13","2022-09-06",66,FALSE,1,9328,"LODDON","SU6868155289",673345,1,"",2013-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","Local monitoring",660398,"2013-11-18","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,106,5.3,20,105.9,5.3,15,20,1.33,3,5,5,6.67,16,92,5.75,11.76,14.95,78.66,8.53,12.17,70.09,18,139,7.72,19,147,7.74,22,42,52.38,25,43,58.14,20,105.1,5.26,"No",2013,9,"07509599-DF51-4438-923C-ECD5C5BB82C9","TH-PLDR0073",0.155,17.7,8.85,7.645,7.775,0.0267,0.062,7.67,0.001175,93.15,11.5,1.08,NA,"07509599-DF51-4438-923C-ECD5C5BB82C9",63,545,7,380,5,7,130,0,42,395,24,1574,8,135
"85",784,"THAMES - WEST","THAMES","OCK","RIVER: Natural/semi-natural flowing fresh watercourse","LETCOMBE BROOK",36049,1,"SU",40695,91635,"SU4069591635","GB106039023350",68,3.3,9.1,1,3.9,16.67,13,43,31,12,223,NA,NA,NA,"1995-01-01","1989-09-13","2013-10-31",15,FALSE,1,9434,"LETCOMBE BROOK","SU4069591635",678088,1,"",2013-10-31,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664977,"2013-10-31","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",20,112,5.6,22,131.6,5.98,NA,NA,NA,NA,NA,NA,NA,17,86,5.06,2,2,100,9.53,11.25,84.71,20,159,7.95,NA,NA,NA,NA,3,0,30,42,71.43,22,130.9,5.95,"No",2013,10,"7DE7812F-3607-4F65-8A76-E33A1D8969CD","TH-POCR0008",0.037,15.35,9.405,5.125,8.255,0.0152,0.03,5.14,0.00082,94,NA,NA,NA,"7DE7812F-3607-4F65-8A76-E33A1D8969CD",16,1529,3,943,446,0,83,0,27,31,24,3079,9,529
"86",789,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LANGFORD BROOK",36063,1,"SP",58784,21534,"SP5878421534","GB106039030160",66,0.8,7.73,1,2.4,31.67,0,2,2,97,207,NA,NA,NA,"1995-01-01","1990-05-02","2015-11-03",29,FALSE,1,9478,"LANGFORD BROOK","SP5878421534",674540,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664952,"2013-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,49,3.5,14,46.9,3.35,NA,NA,NA,NA,NA,NA,NA,9,35,3.89,0.5,0.5,100,1,5.61,17.83,12,71,5.92,NA,NA,NA,NA,4,0,3,29,10.34,14,51.2,3.66,"No",2013,10,"893A91E8-36DD-4B39-A95A-FE85862FC983","TH-PCHR0031",0.0685,16.85,7.225,2.495,8.01,0.0892,0.113,2.585,0.00307,74.75,15.86,3.885,NA,"893A91E8-36DD-4B39-A95A-FE85862FC983",420,87,0,2,0,0,0,0,12,855,14,1390,0,0
"87",792,"THAMES - WEST","THAMES","THAMES SOURCE TO TEDDINGTON (W SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","KEY",36066,1,"SU",10746,93378,"SU1074693378","GB106039023650",78,0.5,11.96,1,1.7,33,2,10,17,71,205,NA,NA,NA,"1995-01-01","1990-03-28","2015-09-02",26,FALSE,1,9504,"KEY","SU1074693378",677320,1,"",2013-10-24,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664975,"2013-10-24","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",12,50,4.17,13,54.6,4.2,NA,NA,NA,NA,NA,NA,NA,8,35,4.38,0.63,0.63,100,1.75,4.42,39.59,11,70,6.36,NA,NA,NA,NA,2,0,7,21,33.33,13,58.9,4.53,"No",2013,10,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9","TH-PUTR0057",1.65,15,5.955,7.07,7.875,0.0353,0.044,7.105,0.000885,59.2,NA,NA,NA,"8FB9D8D1-A68B-4722-9DDC-843BB39700F9",3,273,0,4,7,0,1,0,25,10,13,323,2,8
"88",794,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","KINGSCLERE BROOK",36069,1,"SU",52906,62811,"SU5290662811","GB106039017220",70,4.3,5.8,1,3.3,32.67,2,46,38,13,217,NA,NA,NA,"1995-01-01","1990-04-05","2016-09-19",26,FALSE,1,9520,"KINGSCLERE BROOK","SU5290662811",672943,1,"",2013-09-26,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663300,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",21,125,5.95,22,139.1,6.32,NA,NA,NA,NA,NA,NA,NA,16,96,6,1.5,1.5,100,12.02,16.37,73.43,19,151,7.95,NA,NA,NA,NA,4,0,33,49,67.35,22,139.3,6.33,"No",2013,9,"88252A1A-072F-4319-9384-BAE2B75795C4","TH-PKER0057",0.256333333333333,12.4666666666667,9.23666666666667,6.57666666666667,8.2,0.0226333333333333,0.036,6.6,0.000786666666666667,86.9,NA,NA,NA,"88252A1A-072F-4319-9384-BAE2B75795C4",234,616,0,220,269,1,28,1,69,545,23,1984,9,298
"89",797,"THAMES - WEST","THAMES","KENNET","RIVER: Natural/semi-natural flowing fresh watercourse","LAMBOURN",36073,1,"SU",38922,74703,"SU3892274703","GB106039023220",100,2.7,9.8,1,10,46,10,68,15,7,213,NA,NA,NA,"1995-01-01","1993-08-02","2020-10-15",39,FALSE,1,9620,"LAMBOURN","SU3892274703",673365,1,"",2013-09-30,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",656116,"2013-10-15","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",19,92,4.84,22,114.2,5.19,14,22,1.57,5,3,5,7.86,15,77,5.13,13.38,16.56,80.8,6.79,8.97,75.7,18,135,7.5,19,152,8,27,41,65.85,28,43,65.12,22,114.4,5.2,"No",2013,9,"24B91D64-40B1-453A-BD70-E63E056E6648","TH-PKER0063",0.0345,14.05,8.94,7.845,7.735,0.0083,0.03,7.855,0.000405,87.05,6.315,NA,NA,"24B91D64-40B1-453A-BD70-E63E056E6648",95,1460,2,8,908,0,125,0,290,50,24,2938,9,1033
"90",798,"THAMES - WEST","THAMES","CHERWELL AND RAY (OXON)","RIVER: Natural/semi-natural flowing fresh watercourse","LANGFORD BROOK",36074,1,"SP",56680,16905,"SP5668016905","GB106039030140",30,1.1,43.13,4,3.3,40,5,27,20,48,217,NA,NA,NA,"1995-01-01","1990-05-02","2016-11-11",26,FALSE,1,9633,"LANGFORD BROOK","SP5668016905",674661,1,"",2013-10-08,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",664961,"2013-10-08","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",14,57,4.07,15,62.5,4.17,NA,NA,NA,NA,NA,NA,NA,10,48,4.8,0.5,0.5,100,3.27,8.12,40.27,13,86,6.62,NA,NA,NA,NA,3,0,11,31,35.48,15,63.2,4.21,"No",2013,10,"97500F6C-6249-4763-A547-4ABDD7976BB6","TH-PCHR0030",1.45,16.8,8.12,13.9,7.8,0.0595,0.078,14,0.00149,84,8.67,1.08,NA,"97500F6C-6249-4763-A547-4ABDD7976BB6",27,60,0,24,3,36,0,0,39,385,16,577,1,3
"91",812,"THAMES - SOUTH EAST","THAMES","CHERTSEY BOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","HALEBOURNE",36103,1,"SU",95350,61950,"SU9535061950","GB106039017930",35,3.2,8.415,1,3.5,30,9,32,32,28,90,NA,NA,NA,"1995-01-01","1989-08-29","2013-09-11",28,FALSE,1,9812,"HALEBOURNE","SU9535061950",671375,1,"",2013-09-11,"FRESHWATER: INVERTEBRATE All macroinvertebrate samples","3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001","National Monitoring",663307,"2013-12-13","LABORATORY PRIMARY: Analysed in laboratory by primary analyst","LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001)",22,124,5.64,25,135.3,5.41,NA,NA,NA,NA,NA,NA,NA,19,95,5,2,2.37,84.39,10.28,13.93,73.8,21,161,7.67,NA,NA,NA,NA,4,0,29,49,59.18,25,135.6,5.42,"No",2013,9,"D88DDB61-5E23-4C77-9A7F-63C6A03F7A3B","TH-PBNR0006",1.72,18.1,7.08,7.45,7.34,0.0408,0.059,7.49,0.00044,75.1,7.95,NA,NA,"D88DDB61-5E23-4C77-9A7F-63C6A03F7A3B",196,149,0,731,253,10,44,0,680,38,27,2104,8,297
