"","AGENCY_AREA","REPORTING_AREA","CATCHMENT","WATERBODY_TYPE_DESCRIPTION","WATER_BODY","SITE_ID","SITE_VERSION","NGR_PREFIX","EASTING","NORTHING","NGR_10_FIG","FULL_EASTING","FULL_NORTHING","WFD_WATERBODY_ID","ALTITUDE","SLOPE","DIST_FROM_SOURCE","DISCHARGE","WIDTH","DEPTH","BOULDERS_COBBLES","PEBBLES_GRAVEL","SAND","SILT_CLAY","ALKALINITY","CONDUCTIVITY","TOTAL_HARDNESS","CALCIUM","BASE_DATA_DATE","MIN_SAMPLE_DATE","MAX_SAMPLE_DATE","COUNT_OF_SAMPLES","ECN_SITE_INV"
"81","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",33422,1,"SU",90936,99368,"SU9093699368",490936,199368,"GB106039029830",112,6.5,3.73,1,3.8,27,8,50,17,25,209,,,,2019-07-08,1999-05-04,2022-04-20,11,FALSE
"82","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE (BEDDINGTON ARM)",33439,1,"TQ",29200,65200,"TQ2920065200",529200,165200,"GB106039023460",30,3,13.17,1,,,,,,,,,,,,1996-09-16,2001-02-13,4,FALSE
"83","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",33444,1,"SU",99800,92000,"SU9980092000",499800,192000,"GB106039029830",65,3.2,16.89,1,,,,,,,,,,,,2000-12-14,2000-12-14,1,FALSE
"84","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BERWICK POND STREAM",33445,1,"TQ",56100,85200,"TQ5610085200",556100,185200,"",12,2.8,2,1,,,,,,,,,,,,2000-05-22,2000-11-15,2,FALSE
"85","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",33449,1,"TL",12748,8590,"TL1274808590",512748,208590,"GB106039029920",82,1.3,15.2,1,3,29,2,77,9,13,243.5,,,,1995-01-01,1997-01-13,2022-09-12,51,FALSE
"86","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","DANE END TRIBUTARY",33468,1,"TL",31800,18250,"TL3180018250",531800,218250,"GB106038033300",49,5.5,13.9,1,,,,,,,,,,,,2021-04-13,2021-04-13,1,FALSE
"87","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","NORTH WEALD BROOK",33489,1,"TL",49500,5000,"TL4950005000",549500,205000,"GB106037033480",72,5,0.8,1,,,,,,,,,,,,1993-08-26,2007-03-08,2,FALSE
"88","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","BEANE",33490,1,"TL",29246,26517,"TL2924626517",529246,226517,"GB106038040110",81,3.3,9.17,1,4,20,0,30,0,70,184,,,,2012-10-04,1996-08-28,2022-04-11,49,FALSE
"89","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BEANE","RIVER: Natural/semi-natural flowing fresh watercourse","BEANE",33491,1,"TL",28027,23317,"TL2802723317",528027,223317,"GB106038040110",70,3.3,13.29,1,2.1,21,1,15,5,79,184,,,,2004-01-01,1999-05-06,2022-04-11,32,FALSE
"90","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","GOBIONS STREAM",33492,1,"TL",24450,3550,"TL2445003550",524450,203550,"GB106039029850",84,4,3.7,1,,,,,,,,,,,,1999-03-09,2004-09-28,2,FALSE
"91","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","COLNE",33493,1,"TL",20600,5700,"TL2060005700",520600,205700,"GB106039029850",71,1,3.2,1,3,15,1,69,8,22,157,,,,2012-10-04,1999-05-07,2015-04-08,6,FALSE
"92","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",33498,1,"SU",92029,99112,"SU9202999112",492029,199112,"GB106039029830",107,3.6,4.94,1,9,50,0,60,5,35,209,,,,2002-01-01,1996-06-17,2022-04-20,42,FALSE
"93","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","GADE",33500,1,"TL",5150,8250,"TL0515008250",505150,208250,"GB106039029900",86,1.8,7.75,1,5.6,28.5,0,32,10,58,256,,,,2012-10-04,1996-06-21,2022-04-21,54,FALSE
"94","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","GADE",33502,1,"TL",3049,11263,"TL0304911263",503049,211263,"GB106039029900",102,4.9,3,1,3.3,7,4,70,10,16,256,,,,2012-10-04,1996-06-21,2022-04-21,59,FALSE
"95","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","HIGH LAVER BROOK",33514,1,"TL",53000,7050,"TL5300007050",553000,207050,"GB106037033490",55,3.3,5.7,1,2.3,8,15,55,20,10,241,,,,2012-10-04,1996-03-14,2021-11-17,14,FALSE
"96","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RODING","RIVER: Natural/semi-natural flowing fresh watercourse","BOISHALL BROOK",33515,1,"TQ",54393,97981,"TQ5439397981",554393,197981,"GB106037028182",52,10,3,1,1.3,13.3,2,49,8,41,244.7,,,,2012-10-04,1996-03-14,2015-09-24,44,FALSE
"97","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","DEANS BROOK",33522,1,"TQ",20450,93300,"TQ2045093300",520450,193300,"GB106039022970",63,11,1.26,1,,,,,,,,,,,,1995-07-12,2002-10-16,6,FALSE
"98","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","WEALDSTONE BROOK",33523,1,"TQ",17580,88630,"TQ1758088630",517580,188630,"GB106039022940",39,3,4.5,1,4,16,16,48,9,27,241.2,,,,2012-10-04,1995-07-20,2019-11-15,11,FALSE
"99","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","KENTON BROOK",33524,1,"TQ",18700,89360,"TQ1870089360",518700,189360,"GB106039022940",40,5,2.1,1,,,,,,,,,,,,1995-07-20,2002-10-16,3,FALSE
"100","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BOURNE BROOK",33531,1,"TQ",52500,96200,"TQ5250096200",552500,196200,"GB106037028120",65,10,1.8,1,,,,,,,,,,,,1995-09-21,2013-11-12,8,FALSE
"101","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","FOLLY BROOK",33542,1,"TQ",23640,93100,"TQ2364093100",523640,193100,"GB106039022980",78,17,1.5,1,,,,,,,,,,,,1995-07-10,2002-09-24,3,FALSE
"102","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","DITCH: Artificial channel used primarily for land drainage","WEMBOROUGH DITCH",33544,1,"TQ",17420,91140,"TQ1742091140",517420,191140,"GB106039022940",65,5,3.2,1,,,,,,,,,,,,1995-07-13,2002-11-04,2,FALSE
"103","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","EDGWARE BROOK",33546,1,"TQ",19190,91320,"TQ1919091320",519190,191320,"GB106039022970",50,8,5.6,1,,,,,,,,,,,,1995-07-13,2002-10-16,5,FALSE
"104","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","MUTTON BROOK",33549,1,"TQ",25850,88900,"TQ2585088900",525850,188900,"GB106039022980",66,10,1.92,1,,,,,,,,,,,,1995-07-07,2002-11-04,5,FALSE
"105","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","CRANE","RIVER: Natural/semi-natural flowing fresh watercourse","DUKE OF NORTHUMBERLANDS",33557,1,"TQ",5450,77750,"TQ0545077750",505450,177750,"GB106039023090",24,1,50.7,1,,,,,,,,,,,,1995-06-14,2002-10-30,3,FALSE
"106","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","THAMES TIDEWAY BASIN - FRESHWATER SITES","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (PADDINGTON ARM)",33560,1,"TQ",16200,83920,"TQ1620083920",516200,183920,"",30,0.3,62.02,1,,,,,,,,,,,,2000-03-09,2000-11-02,2,FALSE
"107","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","STORT","RIVER: Natural/semi-natural flowing fresh watercourse","PINCEY BROOK",33563,1,"TL",54940,21330,"TL5494021330",554940,221330,"GB106038033380",82,4,2.7,1,,,,,,,254,,,,2012-10-04,1996-02-29,2005-11-01,3,FALSE
"108","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","STORT","RIVER: Natural/semi-natural flowing fresh watercourse","PINCEY BROOK",33564,1,"TL",54900,21500,"TL5490021500",554900,221500,"GB106038033380",82,4,2.5,1,,,,,,,,,,,,1996-02-29,2005-11-01,3,FALSE
"109","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","ROM/BEAM",33567,1,"TQ",50250,83200,"TQ5025083200",550250,183200,"GB106037028100",5,0.5,19.87,1,7,100,5,5,0,90,172,,,,1995-01-01,1995-05-10,2021-10-14,15,FALSE
"110","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE PARK STREAM",33569,1,"TQ",26680,70500,"TQ2668070500",526680,170500,"GB106039023460",11,0.5,21.1,1,,,,,,,,,,,,1995-05-10,2001-10-01,7,FALSE
"111","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","WANDLE","RIVER: Natural/semi-natural flowing fresh watercourse","WANDLE PARK STREAM",33570,1,"TQ",26600,70570,"TQ2660070570",526600,170570,"GB106039023460",11,0.5,21.2,1,,,,,,,,,,,,1995-05-10,2001-10-01,7,FALSE
"112","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","DECOY BROOK",33573,1,"TQ",24100,88400,"TQ2410088400",524100,188400,"GB106039022980",48,17,2.8,1,,,,,,,,,,,,1995-07-05,2002-11-04,3,FALSE
"113","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","WANTZ STREAM",33577,1,"TQ",50300,83400,"TQ5030083400",550300,183400,"",6,1,7.27,1,,,,,,,,,,,,1994-11-22,2000-11-15,12,FALSE
"114","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (NAV.SUB H)",33578,1,"TL",33150,13250,"TL3315013250",533150,213250,"",35,2.5,43.3,2,17.3,173.33,2,25,10,63,242,,,,1995-01-01,1994-11-30,2000-10-27,6,FALSE
"115","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","FOLLY BROOK",33585,1,"TQ",22200,93400,"TQ2220093400",522200,193400,"GB106039022980",103,20,0.1,1,,,,,,,,,,,,1995-01-11,2002-09-24,3,FALSE
"116","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","BRENT","RIVER: Natural/semi-natural flowing fresh watercourse","FOLLY BROOK",33586,1,"TQ",25400,92500,"TQ2540092500",525400,192500,"GB106039022980",58,7,4,1,,,,,,,,,,,,1995-01-11,2002-09-24,6,FALSE
"117","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER - REDBOURNBURY MILLSTREAM",33595,1,"TL",11850,10750,"TL1185010750",511850,210750,"GB106039029920",88,3.6,12.68,1,,,,,,,,,,,,1991-07-23,2004-09-28,10,FALSE
"118","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",33597,1,"TL",24242,15029,"TL2424215029",524242,215029,"GB106038033270",60,3,14,1,4.5,30,6,48,16,30,254,,,,2019-07-08,1994-09-09,2022-04-13,30,FALSE
"119","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (NAV.SUB A)",33600,1,"TQ",37300,84100,"TQ3730084100",537300,184100,"GB106038077852",8,0.4,85.52,2,16,132.5,8,28,0,65,242,,,,1995-01-01,1997-04-23,2017-10-20,9,FALSE
"120","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","OLD RIVER LEE",33601,1,"TL",37891,799,"TL3789100799",537891,200799,"GB106038077851",20,0.5,66.1,1,8,120,0,3,0,97,224,,,,2012-10-04,1994-10-20,2017-09-27,7,FALSE
"121","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","CORNMILL STREAM",33602,1,"TL",38200,1200,"TL3820001200",538200,201200,"GB106038077851",20,0.5,65.5,1,,,,,,,,,,,,1994-10-20,2004-03-15,2,FALSE
"122","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","CRANE","RIVER: Natural/semi-natural flowing fresh watercourse","YEADING BROOK",33608,1,"TQ",11630,81250,"TQ1163081250",511630,181250,"GB106039023030",35,,15.76,1,,,,,,,,,,,,1995-07-24,2002-11-15,5,FALSE
"123","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","WELHAM GREEN BOURNE",33624,1,"TL",23800,4950,"TL2380004950",523800,204950,"GB106039029850",81,8,3.7,1,,,,,,,,,,,,1994-06-23,2004-09-15,5,FALSE
"124","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MIMMSHALL BROOK",33626,1,"TL",23150,2800,"TL2315002800",523150,202800,"GB106039029850",75,4,8.84,1,,,,,,,,,,,,1994-06-29,2004-03-08,4,FALSE
"125","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","DITCH: Artificial channel used primarily for land drainage","ASCOT ROAD DITCH",33645,1,"TQ",9100,95700,"TQ0910095700",509100,195700,"GB106039029860",50,1,0.11,1,,,,,,,,,,,,1994-03-16,2004-10-05,3,FALSE
"126","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","RIB","RIVER: Natural/semi-natural flowing fresh watercourse","RIB",33648,1,"TL",33800,16350,"TL3380016350",533800,216350,"GB106038033360",46,1,31.07,2,8,20,17,65,5,13,276,,,,2012-10-04,1993-11-23,2022-04-11,35,FALSE
"127","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",33653,1,"SU",98311,95366,"SU9831195366",498311,195366,"GB106039029830",78,3.1,12.71,1,2.4,11,4,75,12,9,224.6,,,,1995-01-01,1994-08-09,2022-04-20,40,FALSE
"128","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",33654,1,"TQ",14,91119,"TQ0001491119",500014,191119,"GB106039029830",60,3.8,18.06,1,1.8,24,2,78,5,16,209,,,,2012-10-04,1999-05-04,2021-04-22,19,FALSE
"129","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",33680,1,"TL",6050,24730,"TL0605024730",506050,224730,"GB106038033440",115,2.3,0.02,1,1.2,6.67,4,15,47,35,186,,,,1995-01-01,1981-02-26,2000-10-31,11,FALSE
"130","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","ASH (LEE)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (LEE)",33703,1,"TL",43097,19826,"TL4309719826",543097,219826,"GB106038040100",57,3,15.35,1,2.7,18,6,60,10,24,273,,,,2004-01-01,1974-11-26,2014-09-25,12,FALSE
"131","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",33709,1,"TL",8022,15090,"TL0802215090",508022,215090,"GB106039029920",109,7.1,4.74,1,3,35,0,10,10,80,260,,,,2002-01-01,1993-07-28,2022-10-17,51,FALSE
"132","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",33710,1,"TL",10757,13978,"TL1075713978",510757,213978,"GB106039029920",100,2.9,7.44,1,2.5,15,2,55,8,35,256.8,,,,2003-01-01,1993-07-28,2022-05-10,24,FALSE
"133","THAMES - SOUTH EAST","KENT SOUTH LONDON AND EAST SUSSEX","HOGSMILL","RIVER: Natural/semi-natural flowing fresh watercourse","BONESGATE STREAM",33717,1,"TQ",20210,64910,"TQ2021064910",520210,164910,"GB106039017440",21,3.5,5.3,1,,,,,,,,,,,,1993-08-02,2010-11-23,6,FALSE
"134","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","COLNE",33722,1,"TQ",7700,94100,"TQ0770094100",507700,194100,"GB106039029840",49,1,26.7,3,10.7,80,0,53,26,21,225,,,,1995-01-01,1993-06-30,2021-04-23,18,FALSE
"135","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MISBOURNE",33727,1,"TQ",5110,86170,"TQ0511086170",505110,186170,"GB106039029830",35,1.9,26.8,2,,,,,,,,,,,,1993-06-15,2002-04-11,3,FALSE
"136","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","THAMES SOURCE TO TEDDINGTON (NE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","ASH (THAMES)",33728,1,"TQ",8117,68289,"TQ0811768289",508117,168289,"GB106039023480",11,1,65.3,1,,,,,,,,,,,,1990-01-11,2014-09-15,5,FALSE
"137","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","CRANE","RIVER: Natural/semi-natural flowing fresh watercourse","YEADING BROOK EAST",33729,1,"TQ",12860,86530,"TQ1286086530",512860,186530,"GB106039023050",28,2.5,2.48,1,,,,,,,,,,,,1993-07-16,2002-11-15,5,FALSE
"138","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","CRANE","RIVER: Natural/semi-natural flowing fresh watercourse","YEADING BROOK",33730,1,"TQ",9790,83500,"TQ0979083500",509790,183500,"GB106039023050",32,0.7,12.51,1,,,,,,,,,,,,1993-07-16,2002-11-15,7,FALSE
"139","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","MIMRAM","RIVER: Natural/semi-natural flowing fresh watercourse","MIMRAM",33731,1,"TL",18411,21220,"TL1841121220",518411,221220,"GB106038033460",88,3.2,2.65,1,3,20,1,73,13,13,253.1,,,,2003-01-01,1975-01-09,2022-10-03,64,FALSE
"140","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (DENHAM REACH)",33741,1,"TQ",5300,85700,"TQ0530085700",505300,185700,"GB106039023090",35,1.1,39.67,2,15.3,130,0,13,3,83,211.4,,,,1995-01-01,1993-06-23,2009-11-26,10,FALSE
"141","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","COLNE BROOK",33743,1,"TQ",2800,77060,"TQ0280077060",502800,177060,"GB106039023010",20,1,52.13,3,,,,,,,,,,,,1993-06-21,2002-08-06,4,FALSE
"142","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (COLNE)",33746,1,"TQ",4250,92100,"TQ0425092100",504250,192100,"GB106039023090",42,1,32.82,5,20,116.67,0,0,0,100,223.6,,,,1995-01-01,1993-06-23,2008-11-05,14,FALSE
"143","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","CANAL: Artificial water course primarily used for navigation","GRAND UNION CANAL (COLNE)",33747,1,"TQ",6400,94000,"TQ0640094000",506400,194000,"GB106039023090",38,1,28.28,5,22.3,176.67,2,6,5,88,241,,,,1995-01-01,1993-06-23,2008-11-05,12,FALSE
"144","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",33750,1,"TL",10949,11734,"TL1094911734",510949,211734,"GB106039029920",92,1.6,10.57,1,4,20,1,22,0,77,256.8,,,,2003-01-01,1993-04-05,2022-09-17,56,FALSE
"145","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",33751,1,"TL",11323,11248,"TL1132311248",511323,211248,"GB106039029920",90,2.2,11.8,1,10,50,2,68,20,10,245,,,,2002-01-01,1982-10-21,2022-09-12,53,FALSE
"146","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","RED",33752,1,"TL",10395,11720,"TL1039511720",510395,211720,"GB106039029920",93,2.5,0.3,1,3.2,15,2,54,10,34,230,,,,2022-07-19,1993-04-05,2022-11-07,49,FALSE
"147","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","VER",33753,1,"TL",12500,8900,"TL1250008900",512500,208900,"GB106039029920",83,1.6,14.71,1,,,,,,,,,,,,1993-04-05,2002-05-02,3,FALSE
"148","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","TYKESWATER",33756,1,"TQ",17400,96700,"TQ1740096700",517400,196700,"GB106039023100",87,5,4.24,1,,,,,,,,,,,,1993-04-27,2005-06-30,12,FALSE
"149","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","THAMES SOURCE TO TEDDINGTON (NE SECTION)","RIVER: Natural/semi-natural flowing fresh watercourse","LONGFORD RIVER (NE THAMES)",33758,1,"TQ",13700,71240,"TQ1370071240",513700,171240,"GB106039023450",14,1.5,12.288,1,4.5,27.67,10,57,18,15,242,,,,1995-01-01,1990-10-18,2013-09-24,16,FALSE
"150","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","CRANE","RIVER: Natural/semi-natural flowing fresh watercourse","YEADING BROOK WEST",33759,1,"TQ",13000,88610,"TQ1300088610",513000,188610,"GB106039023060",56,2,1.9,1,,,,,,,,,,,,1993-05-19,2002-03-26,3,FALSE
"151","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","MIMMSHALL BROOK",33774,1,"TQ",23150,98650,"TQ2315098650",523150,198650,"GB106039029850",90,2.1,3,1,,,,,,,,,,,,1996-08-22,2001-01-24,6,FALSE
"152","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",33783,1,"TQ",51090,81090,"TQ5109081090",551090,181090,"",5,1.1,20.89,2,,,,,,,,,,,,1992-11-10,2000-11-21,5,FALSE
"153","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","INGREBOURNE",33784,1,"TQ",57950,93000,"TQ5795093000",557950,193000,"GB106037028130",50,14,0.9,1,,,,,,,,,,,,1992-11-10,2000-11-15,16,FALSE
"154","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","WEALD BROOK",33785,1,"TQ",56300,92500,"TQ5630092500",556300,192500,"",31,5,5.45,1,,,,,,,,,,,,1992-11-10,2000-11-15,3,FALSE
"155","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","BERWICK POND STREAM",33789,1,"TQ",53700,83630,"TQ5370083630",553700,183630,"",4,0.7,2.5,1,,,,,,,,,,,,1992-11-10,2000-11-15,3,FALSE
"156","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","INGREBOURNE","RIVER: Natural/semi-natural flowing fresh watercourse","PAINES BROOK",33790,1,"TQ",55300,91200,"TQ5530091200",555300,191200,"",33,2.9,3.1,1,,,,,,,,,,,,1992-11-10,2000-11-14,4,FALSE
"157","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","SALMON BROOK",33805,1,"TQ",26600,98900,"TQ2660098900",526600,198900,"GB106038027960",70,8,0.1,1,,,,,,,,,,,,1992-06-28,2022-10-27,4,FALSE
"158","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","COLNE (THAMES)","RIVER: Natural/semi-natural flowing fresh watercourse","NEW YEARS GREEN BOURNE",33814,1,"TQ",5350,86300,"TQ0535086300",505350,186300,"GB106039023090",38,1,6.03,1,3.8,10.67,3,73,14,10,178,,,,1995-01-01,1992-08-18,2002-09-24,10,FALSE
"159","THAMES - NORTH EAST","HERTFORDSHIRE AND NORTH LONDON","LEE","RIVER: Natural/semi-natural flowing fresh watercourse","LEE (THAMES)",33815,1,"TQ",34800,87600,"TQ3480087600",534800,187600,"GB106038077852",15,0.6,80.86,3,24.7,173.33,5,11,11,73,215,,,,1995-01-01,1992-08-24,2000-10-24,6,FALSE
